170.32167 -43.50899 4.824 0.675 -0.4 Growclust
170.33621 -43.5123 7.715 0.567 0.81 Growclust
170.3349 -43.5058 8.313 0.61 -0.35 Growclust
170.26801 -43.59733 6.129 1.178 0.89 Growclust
170.26717 -43.5965 6.261 1.247 0.98 Growclust
170.26717 -43.5965 6.261 1.33 0.99 Growclust
170.26723 -43.59618 6.39 1.213 0.99 Growclust
170.26723 -43.59618 6.39 1.303 0.98 Growclust
170.28452 -43.52568 6.929 0.654 0.22 Growclust
170.26723 -43.59618 6.39 1.253 1.02 Growclust
170.26723 -43.59618 6.39 1.389 1.01 Growclust
170.26723 -43.59618 6.39 1.278 0.98 Growclust
170.26723 -43.59618 6.39 1.305 0.98 Growclust
169.89458 -43.55444 -2.959 0.0 0.4 Growclust
170.29193 -43.43699 13.177 2.278 1.55 Growclust
170.23022 -43.53179 1.448 1.659 0.31 Growclust
170.23106 -43.53221 1.509 1.562 -0.51 Growclust
170.52693 -43.585 1.639 1.458 0.24 Growclust
170.31446 -43.51001 4.94 0.367 0.18 Growclust
170.26678 -43.51886 5.508 0.311 0.31 Growclust
170.26017 -43.52787 5.349 0.448 -0.0 Growclust
170.26754 -43.51953 5.519 0.301 -0.72 Growclust
170.33159 -43.48747 2.212 0.823 -0.4 Growclust
170.33371 -43.48491 5.561 0.845 0.47 Growclust
170.35376 -43.53525 4.714 0.462 -0.61 Growclust
170.35115 -43.53528 4.779 0.438 -0.33 Growclust
170.352 -43.53526 4.723 0.527 -0.5 Growclust
170.33561 -43.48393 5.006 0.826 -0.44 Growclust
170.50519 -43.59075 5.897 1.233 0.37 Growclust
170.30395 -43.49378 5.748 0.793 0.38 Growclust
170.30506 -43.49863 5.268 0.914 -0.27 Growclust
170.30904 -43.49729 3.55 2.143 0.3 Growclust
170.30904 -43.49729 3.55 1.056 0.09 Growclust
169.98902 -43.52768 7.798 1.165 -0.58 Growclust
170.52709 -43.57985 7.44 1.205 0.02 Growclust
169.93883 -43.52193 3.823 1.262 -0.68 Growclust
170.30909 -43.45557 2.173 0.247 -0.78 Growclust
170.30992 -43.45149 2.82 0.247 -0.17 Growclust
169.93709 -43.52156 3.517 1.177 -0.56 Growclust
169.93454 -43.51799 2.841 1.191 -0.7 Growclust
170.04834 -43.57644 9.965 1.073 0.96 Growclust
169.93851 -43.51793 3.966 1.294 0.12 Growclust
170.10916 -43.54197 6.147 0.0 -0.67 Growclust
169.93699 -43.52221 3.398 1.163 -0.4 Growclust
169.93674 -43.52183 3.483 1.277 0.13 Growclust
169.93499 -43.51026 2.402 1.423 -0.51 Growclust
170.4712 -43.57976 4.857 0.88 0.27 Growclust
170.52149 -43.57269 10.212 0.341 0.05 Growclust
170.52196 -43.57203 10.265 0.355 0.73 Growclust
170.52147 -43.5723 10.237 0.355 0.26 Growclust
170.35421 -43.57089 9.955 1.315 0.53 Growclust
170.35421 -43.57089 9.955 1.252 -0.19 Growclust
170.30395 -43.49378 5.748 0.541 1.21 Growclust
170.2626 -43.52038 5.131 0.507 -0.01 Growclust
170.26181 -43.52048 4.957 0.455 -0.21 Growclust
170.32716 -43.5071 7.649 1.304 0.78 Growclust
170.21418 -43.53959 4.076 0.591 1.14 Growclust
170.21387 -43.53857 4.215 0.529 0.82 Growclust
170.21387 -43.53857 4.215 0.622 0.35 Growclust
170.32673 -43.50667 7.649 1.241 1.23 Growclust
170.21427 -43.54095 3.724 0.596 0.16 Growclust
170.21446 -43.53982 3.902 0.575 0.14 Growclust
170.22253 -43.58786 6.88 1.168 -0.58 Growclust
170.22253 -43.58786 6.88 1.32 -0.46 Growclust
170.23048 -43.57946 7.299 0.97 -0.72 Growclust
170.23173 -43.57811 8.116 0.821 -0.79 Growclust
170.22916 -43.58095 6.868 1.682 -0.42 Growclust
170.22916 -43.58095 6.868 1.48 -0.24 Growclust
170.34631 -43.49938 7.718 0.351 1.22 Growclust
170.3444 -43.54107 7.051 0.716 -0.24 Growclust
170.3643 -43.41113 -0.496 0.035 -0.28 Growclust
170.3643 -43.41113 -0.452 0.035 0.17 Growclust
170.49118 -43.59198 4.841 0.161 0.64 Growclust
170.48965 -43.56771 7.98 0.587 0.12 Growclust
170.29269 -43.51691 4.806 0.758 -0.21 Growclust
170.26775 -43.59621 6.721 1.196 1.0 Growclust
170.26737 -43.59655 6.861 1.187 1.1 Growclust
170.26958 -43.59501 7.893 1.179 0.9 Growclust
170.28262 -43.50368 4.051 0.876 1.0 Growclust
170.26725 -43.59662 6.66 1.143 0.86 Growclust
170.26717 -43.59642 6.633 1.278 0.78 Growclust
170.45579 -43.53525 7.81 2.336 0.23 Growclust
170.31791 -43.51538 1.183 0.715 -0.65 Growclust
170.30427 -43.45815 0.446 1.423 -0.88 Growclust
170.27371 -43.52641 3.692 0.763 -0.25 Growclust
170.06541 -43.48162 0.137 0.913 -0.76 Growclust
170.1044 -43.53072 2.043 1.019 -1.07 Growclust
170.50179 -43.64396 5.538 0.987 0.32 Growclust
170.32501 -43.36797 9.181 0.857 -0.33 Growclust
170.22608 -43.58518 6.691 0.578 -0.77 Growclust
170.22362 -43.59406 5.912 0.495 -0.66 Growclust
170.15968 -43.48322 7.412 1.087 -0.79 Growclust
170.10714 -43.53739 2.825 1.04 -0.75 Growclust
170.45896 -43.56982 2.521 1.437 -0.59 Growclust
170.31043 -43.39191 7.483 1.383 -0.77 Growclust
170.11882 -43.52542 1.848 1.147 -1.1 Growclust
170.21831 -43.59188 5.531 0.654 -1.03 Growclust
170.23051 -43.58247 6.526 0.662 -0.85 Growclust
170.21461 -43.5395 0.636 1.855 -1.21 Growclust
170.3103 -43.39162 7.385 1.44 -0.56 Growclust
170.42289 -43.59089 0.728 0.355 -0.34 Growclust
170.26167 -43.42791 6.928 1.443 -0.89 Growclust
170.26069 -43.42644 7.449 1.35 -0.76 Growclust
170.22506 -43.5865 5.665 0.586 -0.74 Growclust
170.28475 -43.5228 5.618 1.52 -1.33 Growclust
170.22166 -43.5919 6.28 0.635 -1.01 Growclust
170.22733 -43.585 6.815 0.778 -0.56 Growclust
170.23013 -43.57909 8.026 0.718 -0.94 Growclust
170.2814 -43.50113 5.475 0.491 0.48 Growclust
170.26225 -43.5263 4.454 0.733 -1.38 Growclust
170.22259 -43.59196 6.179 2.419 -0.98 Growclust
170.27755 -43.50534 5.033 0.847 -1.42 Growclust
170.28031 -43.50109 5.169 0.655 -1.45 Growclust
170.23284 -43.50268 6.224 1.84 -0.42 Growclust
170.41014 -43.62349 6.014 1.26 -0.36 Growclust
170.27492 -43.49776 3.416 0.716 -1.07 Growclust
170.22726 -43.58604 6.691 0.646 -0.82 Growclust
170.25606 -43.52898 4.547 0.227 -0.74 Growclust
170.24956 -43.56772 5.629 0.565 0.49 Growclust
170.2111 -43.5867 4.532 0.582 -0.94 Growclust
170.2814 -43.50113 5.475 0.504 0.08 Growclust
170.30054 -43.49824 4.579 0.727 -0.71 Growclust
170.25933 -43.42662 6.915 1.489 -0.73 Growclust
170.25006 -43.56712 5.604 0.472 -0.76 Growclust
170.2478 -43.52628 5.68 0.999 -1.01 Growclust
170.23149 -43.58899 6.15 0.613 -0.96 Growclust
170.26085 -43.53387 5.338 0.696 -0.71 Growclust
170.24956 -43.56772 5.629 0.492 -0.39 Growclust
170.2464 -43.55901 5.016 0.608 -0.74 Growclust
170.22432 -43.58509 7.507 0.665 -0.9 Growclust
